TRY,source,STATUS_CODE,title,summary,date,link,type,ERROR,TIME
1,mail,200,20,20,20,20,20,,2023-05-29 00:01:05.119673
1,regnum,200,100,100,100,100,95,,2023-05-29 00:01:05.119676
1,izvestia,403,,,,,,,2023-05-29 00:01:05.119679
1,lenta,200,200,200,200,200,200,,2023-05-29 00:01:05.119682
1,kp,200,200,200,200,200,200,,2023-05-29 00:01:05.119685
1,interfax,200,25,25,25,25,25,,2023-05-29 00:01:05.119688
1,vedomosti,200,200,200,200,200,192,,2023-05-29 00:01:05.119691
1,aif,200,266,266,266,266,266,,2023-05-29 00:01:05.119694
1,rg,200,100,100,100,100,0,,2023-05-29 00:01:05.119696
1,argumenti,200,30,30,30,30,30,,2023-05-29 00:01:05.119699
1,pravda,200,20,20,20,20,20,,2023-05-29 00:01:05.119702
1,fontanka,200,30,30,30,30,30,,2023-05-29 00:01:05.119705
1,rbc,200,30,30,30,30,30,,2023-05-29 00:01:05.119708
2,izvestia,403,,,,,,,2023-05-29 00:01:05.119711
3,izvestia,403,,,,,,,2023-05-29 00:01:05.119714
4,izvestia,403,,,,,,,2023-05-29 00:01:05.119717
5,izvestia,403,,,,,,,2023-05-29 00:01:05.119720
