proxy_id,proxy,TRY,source,STATUS_CODE,title,summary,date,link,type,ERROR,TIME
6,https://54.174.92.235:80,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Max retries exceeded with url: /api/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1131)')))",2023-05-28 00:10:58.726444
6,https://54.174.92.235:80,1,thebell,,,,,,,"HTTPSConnectionPool(host='thebell.io', port=443): Max retries exceeded with url: /category/news (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1131)')))",2023-05-28 00:10:58.726445
7,https://190.61.88.147:8080,1,tvrain,,,,,,,"HTTPSConnectionPool(host='tvrain.tv', port=443): Max retries exceeded with url: /export/rss/all.xml (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 403 Forbidden')))",2023-05-28 00:10:58.726446
7,https://190.61.88.147:8080,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 403 Forbidden')))",2023-05-28 00:10:58.726447
7,https://190.61.88.147:8080,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Max retries exceeded with url: /api/ (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 403 Forbidden')))",2023-05-28 00:10:58.726448
7,https://190.61.88.147:8080,1,thebell,,,,,,,"HTTPSConnectionPool(host='thebell.io', port=443): Max retries exceeded with url: /category/news (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 403 Forbidden')))",2023-05-28 00:10:58.726450
8,https://54.232.1.48:8888,1,tvrain,,,,,,,"HTTPSConnectionPool(host='tvrain.tv', port=443): Max retries exceeded with url: /export/rss/all.xml (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1131)')))",2023-05-28 00:10:58.726451
8,https://54.232.1.48:8888,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1131)')))",2023-05-28 00:10:58.726452
8,https://54.232.1.48:8888,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Max retries exceeded with url: /api/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1131)')))",2023-05-28 00:10:58.726453
8,https://54.232.1.48:8888,1,thebell,,,,,,,"HTTPSConnectionPool(host='thebell.io', port=443): Max retries exceeded with url: /category/news (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1131)')))",2023-05-28 00:10:58.726454
9,https://198.11.175.180:80,1,tvrain,,,,,,,"HTTPSConnectionPool(host='tvrain.tv', port=443): Max retries exceeded with url: /export/rss/all.xml (Caused by SSLError(SSLError(1, '[SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:1131)')))",2023-05-28 00:10:58.726455
9,https://198.11.175.180:80,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ProxyError('Cannot connect to proxy.', ConnectionResetError(104, 'Connection reset by peer')))",2023-05-28 00:10:58.726456
9,https://198.11.175.180:80,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Max retries exceeded with url: /api/ (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f3fff2b4b80>, 'Connection to 198.11.175.180 timed out. (connect timeout=10)'))",2023-05-28 00:10:58.726458
9,https://198.11.175.180:80,1,thebell,,,,,,,"HTTPSConnectionPool(host='thebell.io', port=443): Max retries exceeded with url: /category/news (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f3fff2c1430>, 'Connection to 198.11.175.180 timed out. (connect timeout=10)'))",2023-05-28 00:10:58.726459
10,https://102.130.192.231:8080,1,tvrain,403,,,,,,,2023-05-28 00:10:58.726460
10,https://102.130.192.231:8080,1,mediazona,403,,,,,,,2023-05-28 00:10:58.726461
10,https://102.130.192.231:8080,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Max retries exceeded with url: /api/ (Caused by ProxyError('Cannot connect to proxy.', timeout('_ssl.c:1114: The handshake operation timed out')))",2023-05-28 00:10:58.726462
10,https://102.130.192.231:8080,1,thebell,,,,,,,"HTTPSConnectionPool(host='thebell.io', port=443): Read timed out.",2023-05-28 00:10:58.726463
11,https://200.25.254.193:54240,1,tvrain,,,,,,,"HTTPSConnectionPool(host='tvrain.tv', port=443): Read timed out.",2023-05-28 00:10:58.726465
11,https://200.25.254.193:54240,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f3fff2b4ee0>, 'Connection to 200.25.254.193 timed out. (connect timeout=10)'))",2023-05-28 00:10:58.726466
11,https://200.25.254.193:54240,1,currenttime,200,20,20,20,20,20,,2023-05-28 00:10:58.726467
11,https://200.25.254.193:54240,1,thebell,,,,,,,"HTTPSConnectionPool(host='thebell.io', port=443): Read timed out.",2023-05-28 00:10:58.726468
12,https://40.119.236.22:80,1,tvrain,403,,,,,,,2023-05-28 00:10:58.726469
12,https://40.119.236.22:80,1,mediazona,403,,,,,,,2023-05-28 00:10:58.726470
12,https://40.119.236.22:80,1,thebell,,,,,,,"HTTPSConnectionPool(host='thebell.io', port=443): Max retries exceeded with url: /category/news (Caused by ProxyError('Cannot connect to proxy.', ConnectionResetError(104, 'Connection reset by peer')))",2023-05-28 00:10:58.726471
13,https://103.162.91.116:8080,1,tvrain,,,,,,,"HTTPSConnectionPool(host='tvrain.tv', port=443): Max retries exceeded with url: /export/rss/all.xml (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f3fff2b4220>, 'Connection to 103.162.91.116 timed out. (connect timeout=10)'))",2023-05-28 00:10:58.726472
13,https://103.162.91.116:8080,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f3fff34a640>, 'Connection to 103.162.91.116 timed out. (connect timeout=10)'))",2023-05-28 00:10:58.726473
13,https://103.162.91.116:8080,1,thebell,200,15,0,15,0,15,,2023-05-28 00:10:58.726475
14,https://213.230.126.26:3128,1,tvrain,,,,,,,"HTTPSConnectionPool(host='tvrain.tv', port=443): Max retries exceeded with url: /export/rss/all.xml (Caused by ProxyError('Cannot connect to proxy.', NewConnectionError('<urllib3.connection.VerifiedHTTPSConnection object at 0x7f3fff2cc310>: Failed to establish a new connection: [Errno 111] Connection refused')))",2023-05-28 00:10:58.726476
14,https://213.230.126.26:3128,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ProxyError('Cannot connect to proxy.', NewConnectionError('<urllib3.connection.VerifiedHTTPSConnection object at 0x7f3fff306af0>: Failed to establish a new connection: [Errno 111] Connection refused')))",2023-05-28 00:10:58.726477
15,https://176.9.228.115:8080,1,tvrain,,,,,,,"HTTPSConnectionPool(host='tvrain.tv', port=443): Max retries exceeded with url: /export/rss/all.xml (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f3fff2c1b20>, 'Connection to 176.9.228.115 timed out. (connect timeout=10)'))",2023-05-28 00:10:58.726478
15,https://176.9.228.115:8080,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f3fff2cc940>, 'Connection to 176.9.228.115 timed out. (connect timeout=10)'))",2023-05-28 00:10:58.726479
16,https://46.182.6.51:3129,1,tvrain,,,,,,,"HTTPSConnectionPool(host='tvrain.tv', port=443): Max retries exceeded with url: /export/rss/all.xml (Caused by ProxyError('Cannot connect to proxy.', timeout('timed out')))",2023-05-28 00:10:58.726480
16,https://46.182.6.51:3129,1,mediazona,403,,,,,,,2023-05-28 00:10:58.726481
17,https://93.99.211.233:8080,1,tvrain,,,,,,,"HTTPSConnectionPool(host='tvrain.tv', port=443): Max retries exceeded with url: /export/rss/all.xml (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f3ffc2251f0>, 'Connection to 93.99.211.233 timed out. (connect timeout=10)'))",2023-05-28 00:10:58.726483
17,https://93.99.211.233:8080,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f3ffc225340>, 'Connection to 93.99.211.233 timed out. (connect timeout=10)'))",2023-05-28 00:10:58.726484
18,https://108.187.44.89:3129,1,tvrain,,,,,,,"HTTPSConnectionPool(host='tvrain.tv', port=443): Max retries exceeded with url: /export/rss/all.xml (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f3fff3063a0>, 'Connection to 108.187.44.89 timed out. (connect timeout=10)'))",2023-05-28 00:10:58.726485
18,https://108.187.44.89:3129,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f3fff306790>, 'Connection to 108.187.44.89 timed out. (connect timeout=10)'))",2023-05-28 00:10:58.726486
19,https://27.70.164.129:10049,1,tvrain,,,,,,,"HTTPSConnectionPool(host='tvrain.tv', port=443): Max retries exceeded with url: /export/rss/all.xml (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f3ffc2255b0>, 'Connection to 27.70.164.129 timed out. (connect timeout=10)'))",2023-05-28 00:10:58.726487
19,https://27.70.164.129:10049,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 502 Bad Gateway')))",2023-05-28 00:10:58.726488
20,https://159.89.128.130:8989,1,tvrain,,,,,,,"HTTPSConnectionPool(host='tvrain.tv', port=443): Max retries exceeded with url: /export/rss/all.xml (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 503 Too many open connections')))",2023-05-28 00:10:58.726489
20,https://159.89.128.130:8989,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 503 Too many open connections')))",2023-05-28 00:10:58.726490
21,https://158.160.56.149:8080,1,tvrain,,,,,,,"HTTPSConnectionPool(host='tvrain.tv', port=443): Max retries exceeded with url: /export/rss/all.xml (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f3ffc2257c0>, 'Connection to 158.160.56.149 timed out. (connect timeout=10)'))",2023-05-28 00:10:58.726491
21,https://158.160.56.149:8080,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f3fff2cceb0>, 'Connection to 158.160.56.149 timed out. (connect timeout=10)'))",2023-05-28 00:10:58.726493
22,https://115.96.208.124:8080,1,tvrain,403,,,,,,,2023-05-28 00:10:58.726494
22,https://115.96.208.124:8080,1,mediazona,403,,,,,,,2023-05-28 00:10:58.726496
23,https://208.163.39.218:53281,1,tvrain,,,,,,,"HTTPSConnectionPool(host='tvrain.tv', port=443): Max retries exceeded with url: /export/rss/all.xml (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f3fff2cc640>, 'Connection to 208.163.39.218 timed out. (connect timeout=10)'))",2023-05-28 00:10:58.726497
23,https://208.163.39.218:53281,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f3fff306bb0>, 'Connection to 208.163.39.218 timed out. (connect timeout=10)'))",2023-05-28 00:10:58.726498
24,https://183.82.100.253:3128,1,tvrain,403,,,,,,,2023-05-28 00:10:58.726499
24,https://183.82.100.253:3128,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ProxyError('Cannot connect to proxy.', NewConnectionError('<urllib3.connection.VerifiedHTTPSConnection object at 0x7f3fff2c1be0>: Failed to establish a new connection: [Errno 111] Connection refused')))",2023-05-28 00:10:58.726500
25,https://171.244.65.14:4002,1,tvrain,,,,,,,"HTTPSConnectionPool(host='tvrain.tv', port=443): Max retries exceeded with url: /export/rss/all.xml (Caused by ProxyError('Cannot connect to proxy.', timeout('timed out')))",2023-05-28 00:10:58.726501
25,https://171.244.65.14:4002,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ProxyError('Cannot connect to proxy.', timeout('timed out')))",2023-05-28 00:10:58.726502
26,https://115.144.102.39:10080,1,tvrain,403,,,,,,,2023-05-28 00:10:58.726503
26,https://115.144.102.39:10080,1,mediazona,403,,,,,,,2023-05-28 00:10:58.726504
27,https://213.230.127.93:3128,1,tvrain,,,,,,,"HTTPSConnectionPool(host='tvrain.tv', port=443): Max retries exceeded with url: /export/rss/all.xml (Caused by ProxyError('Cannot connect to proxy.', timeout('timed out')))",2023-05-28 00:10:58.726505
27,https://213.230.127.93:3128,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ProxyError('Cannot connect to proxy.', timeout('timed out')))",2023-05-28 00:10:58.726507
28,https://94.255.149.86:8080,1,tvrain,200,60,60,60,60,0,,2023-05-28 00:10:58.726508
28,https://94.255.149.86:8080,1,mediazona,200,50,3,50,50,0,,2023-05-28 00:10:58.726509
1,https://192.141.93.91:999,1,tvrain,,,,,,,"HTTPSConnectionPool(host='tvrain.tv', port=443): Max retries exceeded with url: /export/rss/all.xml (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f1cb8f355e0>, 'Connection to 192.141.93.91 timed out. (connect timeout=10)'))",2023-05-28 02:05:58.743502
1,https://192.141.93.91:999,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f1cb8e84760>, 'Connection to 192.141.93.91 timed out. (connect timeout=10)'))",2023-05-28 02:05:58.743504
1,https://192.141.93.91:999,1,svoboda,200,20,20,20,20,20,,2023-05-28 02:05:58.743505
1,https://192.141.93.91:999,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Max retries exceeded with url: /api/ (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f1cb8ebecd0>, 'Connection to 192.141.93.91 timed out. (connect timeout=10)'))",2023-05-28 02:05:58.743506
1,https://192.141.93.91:999,1,meduza,200,30,30,30,30,0,,2023-05-28 02:05:58.743508
1,https://192.141.93.91:999,1,thebell,200,15,0,15,0,15,,2023-05-28 02:05:58.743509
1,https://192.141.93.91:999,1,novyagazeta,200,100,100,100,100,100,,2023-05-28 02:05:58.743510
2,https://64.225.8.179:9998,1,tvrain,,,,,,,"HTTPSConnectionPool(host='tvrain.tv', port=443): Max retries exceeded with url: /export/rss/all.xml (Caused by ProxyError('Cannot connect to proxy.', timeout('timed out')))",2023-05-28 02:05:58.743511
2,https://64.225.8.179:9998,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ProxyError('Cannot connect to proxy.', timeout('timed out')))",2023-05-28 02:05:58.743512
2,https://64.225.8.179:9998,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Max retries exceeded with url: /api/ (Caused by ProxyError('Cannot connect to proxy.', timeout('timed out')))",2023-05-28 02:05:58.743513
3,https://66.70.178.214:9300,1,tvrain,,,,,,,"HTTPSConnectionPool(host='tvrain.tv', port=443): Max retries exceeded with url: /export/rss/all.xml (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 503 Too many open connections')))",2023-05-28 02:05:58.743515
3,https://66.70.178.214:9300,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 503 Too many open connections')))",2023-05-28 02:05:58.743516
3,https://66.70.178.214:9300,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Max retries exceeded with url: /api/ (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 503 Too many open connections')))",2023-05-28 02:05:58.743517
4,https://108.187.44.36:3129,1,tvrain,200,60,60,60,60,0,,2023-05-28 02:05:58.743518
4,https://108.187.44.36:3129,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f1cb77d1040>, 'Connection to 108.187.44.36 timed out. (connect timeout=10)'))",2023-05-28 02:05:58.743519
4,https://108.187.44.36:3129,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Max retries exceeded with url: /api/ (Caused by ProxyError('Cannot connect to proxy.', ConnectionResetError(104, 'Connection reset by peer')))",2023-05-28 02:05:58.743520
5,https://185.97.115.181:3128,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ProxyError('Cannot connect to proxy.', NewConnectionError('<urllib3.connection.VerifiedHTTPSConnection object at 0x7f1cb77d1340>: Failed to establish a new connection: [Errno 111] Connection refused')))",2023-05-28 02:05:58.743521
5,https://185.97.115.181:3128,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Max retries exceeded with url: /api/ (Caused by ProxyError('Cannot connect to proxy.', NewConnectionError('<urllib3.connection.VerifiedHTTPSConnection object at 0x7f1cb77d1f40>: Failed to establish a new connection: [Errno 111] Connection refused')))",2023-05-28 02:05:58.743522
6,https://102.223.88.29:8080,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f1cb77cf730>, 'Connection to 102.223.88.29 timed out. (connect timeout=10)'))",2023-05-28 02:05:58.743523
6,https://102.223.88.29:8080,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Max retries exceeded with url: /api/ (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f1cb77cfee0>, 'Connection to 102.223.88.29 timed out. (connect timeout=10)'))",2023-05-28 02:05:58.743525
7,https://23.132.185.101:53128,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f1cb77cf640>, 'Connection to 23.132.185.101 timed out. (connect timeout=10)'))",2023-05-28 02:05:58.743526
7,https://23.132.185.101:53128,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Max retries exceeded with url: /api/ (Caused by ProxyError('Cannot connect to proxy.', ConnectionResetError(104, 'Connection reset by peer')))",2023-05-28 02:05:58.743527
8,https://202.180.54.97:8080,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f1cb77cf970>, 'Connection to 202.180.54.97 timed out. (connect timeout=10)'))",2023-05-28 02:05:58.743528
8,https://202.180.54.97:8080,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Max retries exceeded with url: /api/ (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f1cb7a73bb0>, 'Connection to 202.180.54.97 timed out. (connect timeout=10)'))",2023-05-28 02:05:58.743529
9,https://91.196.148.56:10000,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f1cb77c8730>, 'Connection to 91.196.148.56 timed out. (connect timeout=10)'))",2023-05-28 02:05:58.743530
9,https://91.196.148.56:10000,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Max retries exceeded with url: /api/ (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f1cb77c8ee0>, 'Connection to 91.196.148.56 timed out. (connect timeout=10)'))",2023-05-28 02:05:58.743531
10,https://47.243.242.70:2000,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1131)')))",2023-05-28 02:05:58.743533
10,https://47.243.242.70:2000,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Max retries exceeded with url: /api/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1131)')))",2023-05-28 02:05:58.743534
11,https://159.138.255.141:8080,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1131)')))",2023-05-28 02:05:58.743535
11,https://159.138.255.141:8080,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Max retries exceeded with url: /api/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1131)')))",2023-05-28 02:05:58.743536
12,https://108.187.44.209:3129,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f1cb77d04f0>, 'Connection to 108.187.44.209 timed out. (connect timeout=10)'))",2023-05-28 02:05:58.743537
12,https://108.187.44.209:3129,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Max retries exceeded with url: /api/ (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f1cb77d0e80>, 'Connection to 108.187.44.209 timed out. (connect timeout=10)'))",2023-05-28 02:05:58.743538
13,https://64.225.4.63:9993,1,mediazona,200,50,3,50,50,0,,2023-05-28 02:05:58.743539
13,https://64.225.4.63:9993,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Read timed out. (read timeout=10)",2023-05-28 02:05:58.743540
14,https://108.187.44.171:3129,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Max retries exceeded with url: /api/ (Caused by ProxyError('Cannot connect to proxy.', ConnectionResetError(104, 'Connection reset by peer')))",2023-05-28 02:05:58.743541
15,https://80.78.64.70:8080,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Max retries exceeded with url: /api/ (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x7f1cb77d10a0>, 'Connection to 80.78.64.70 timed out. (connect timeout=10)'))",2023-05-28 02:05:58.743543
16,https://158.69.53.98:9300,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Max retries exceeded with url: /api/ (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 503 Too many open connections')))",2023-05-28 02:05:58.743544
17,https://209.38.201.164:45212,1,currenttime,200,20,20,20,20,20,,2023-05-28 02:05:58.743545
1,https://54.174.92.235:80,1,tvrain,,,,,,,"HTTPSConnectionPool(host='tvrain.tv', port=443): Max retries exceeded with url: /export/rss/all.xml (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1131)')))",2023-05-28 04:05:44.449121
1,https://54.174.92.235:80,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1131)')))",2023-05-28 04:05:44.449124
1,https://54.174.92.235:80,1,svoboda,,,,,,,"HTTPSConnectionPool(host='www.svoboda.org', port=443): Max retries exceeded with url: /api/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1131)')))",2023-05-28 04:05:44.449125
1,https://54.174.92.235:80,1,currenttime,,,,,,,"HTTPSConnectionPool(host='www.currenttime.tv', port=443): Max retries exceeded with url: /api/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1131)')))",2023-05-28 04:05:44.449127
1,https://54.174.92.235:80,1,meduza,,,,,,,"HTTPSConnectionPool(host='meduza.io', port=443): Max retries exceeded with url: /rss/all (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1131)')))",2023-05-28 04:05:44.449128
1,https://54.174.92.235:80,1,thebell,,,,,,,"HTTPSConnectionPool(host='thebell.io', port=443): Max retries exceeded with url: /category/news (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1131)')))",2023-05-28 04:05:44.449129
1,https://54.174.92.235:80,1,novyagazeta,,,,,,,"HTTPSConnectionPool(host='novayagazeta.eu', port=443): Max retries exceeded with url: /feed/rss (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1131)')))",2023-05-28 04:05:44.449130
2,https://61.28.233.217:3128,1,tvrain,,,,,,,"HTTPSConnectionPool(host='tvrain.tv', port=443): Max retries exceeded with url: /export/rss/all.xml (Caused by ProxyError('Cannot connect to proxy.', RemoteDisconnected('Remote end closed connection without response')))",2023-05-28 04:05:44.449131
2,https://61.28.233.217:3128,1,mediazona,,,,,,,"HTTPSConnectionPool(host='zona.media', port=443): Max retries exceeded with url: /rss (Caused by ProxyError('Cannot connect to proxy.', timeout('timed out')))",2023-05-28 04:05:44.449132
