title,summary,date,link,type,source,date_parsed
Сбербанк показал рекордную прибыль за I квартал и повысил практически все прогнозы на год,"Сбербанк опубликовал результаты по международным стандартам финансовой отчетности (МСФО) за I квартал 2023 г. в усеченном виде. С прошлого года финансовые организации получили право не раскрывать показатели целиком. «Сбер» получил близкую к рекордной за квартал прибыль в размере 357,2 млрд руб. Показатели аналогичного периода прошлого года банк не раскрывает. Финансовый результат за первые три месяца на 4% превысил консенсус-прогноз аналитиков и на 32% – результат за весь прошлый кризисный год.",2023-5-18,https://www.vedomosti.ru/finance/articles/2023/05/19/975791-sberbank-pokazal-rekordnuyu-pribil-i-povisil-vse-prognozi,Финансы,vedomosti,2023-05-23 23:54:10.027878
Импорт нержавеющей стали в Россию достиг в апреле исторического рекорда,"Ввоз в Россию продукции из нержавеющей стали в апреле 2023 г. достиг 51 543 т, установив абсолютный рекорд по объемам месячного импорта этого металла. Это следует из данных Ассоциации потребителей и поставщиков спецсталей и сплавов (Ассоциация «Спецсталь»), с которыми ознакомились «Ведомости». Рост к апрелю прошлого года составил 83%, к марту – 29%. В основном импорт в апреле шел из Китая, Индии и Индонезии. В данные «Спецстали» включены все виды нержавеющего проката, в том числе заготовка, плоский и сортовой прокат, а также сварные и бесшовные трубы.",2023-5-18,https://www.vedomosti.ru/business/articles/2023/05/19/975789-import-nerzhaveyuschei-stali-v-rossiyu-dostig-istoricheskogo-rekorda,Бизнес,vedomosti,2023-05-23 23:54:10.027879
Apple выбыла из тройки лидеров по объему импорта смартфонов в РФ,"Apple продолжает терять позиции по импорту смартфонов в Россию. В I квартале 2023 г. в страну было ввезено 700 000 iPhone, это на 30% меньше, чем годом ранее. За аналогичный период 2022 г. в Россию был ввезен 1 млн смартфонов Apple. Тогда доля компании на рынке была на уровне 14% и позволяла ей занимать 3-е место по объему импорта среди всех брендов. Сейчас Apple занимает 11% рынка и 5-е место соответственно. Об этом говорится в отчетах компании GS Group (есть в распоряжении «Ведомостей»).",2023-5-18,https://www.vedomosti.ru/technology/articles/2023/05/19/975806-apple-vibila-iz-troiki-liderov-v-rf,Технологии,vedomosti,2023-05-23 23:54:10.027880
Большая часть активов экс-банкира Алексея Хотина оказалась арестована,"Замоскворецкий районный суд наложил обеспечительные меры на десятки структур, связанных с бывшим совладельцем банка «Югра» Алексеем Хотиным. По данным «СПАРК-Интерфакса» и Федеральной службы судебных приставов, компании, владеющие в основном объектами недвижимости, были арестованы в середине декабря прошлого года по требованию Генпрокуратуры. Ее представитель на запрос «Ведомостей» не ответил.",2023-5-18,https://www.vedomosti.ru/business/articles/2023/05/19/975803-bolshaya-chast-aktivov-eks-bankira-hotina-okazalas-arestovana,Бизнес,vedomosti,2023-05-23 23:54:10.027881
Садоводы просят компенсировать им часть затрат на производство фруктов и ягод,"Садоводы предлагают государству компенсировать им часть затрат на производство фруктов и ягод, подобно тому как сейчас поддерживают мясо-молочную промышленность. С инициативным предложением о компенсациях выступила Ассоциация питомниководов и садоводов Ставропольского края, соответствующее письмо она направила в начале мая в Минсельхоз. Там его получение подтвердили, сообщив, что это предложение будет рассмотрено.",2023-5-18,https://www.vedomosti.ru/business/articles/2023/05/19/975790-sadovodi-prosyat-kompensirovat-chast-zatrat-na-proizvodstvo-fruktov-i-yagod,Бизнес,vedomosti,2023-05-23 23:54:10.027882
Мясоперерабатывающий завод «Ремит» хочет выпускать треугольную колбасу под брендом «Тоблерон»,"Мясоперерабатывающий завод «Ремит» направил в Роспатент заявку на регистрацию товарного знака «Тоблерон». Как следует из реестра службы, предприятие намерено выпускать под этой маркой колбасу и мясные деликатесы. Представитель «Ремита» эту информацию подтвердил, уточнив, что колбаса будет «не совсем обычной формы, треугольной». Тактика регистрации нетрадиционных для колбасного рынка названий работает более чем эффективно для привлечения внимания покупателей к конкретному продукту и это не требует дополнительных вложений в продвижение, добавляет собеседник «Ведомостей». К примеру, ранее предприятие подало заявки на регистрацию знаков «КабернеСвиньон» (предназначен для одной из федеральных сетей алкомагазинов), а также «Докторская и точка», «Бекон и точка», Wi-Fi и проч.",2023-5-18,https://www.vedomosti.ru/business/articles/2023/05/19/975782-zavod-remit-hochet-vipuskat-treugolnuyu-kolbasu-pod-brendom-tobleron,Бизнес,vedomosti,2023-05-23 23:54:10.027884
Разрыв между технологическим индексом NASDAQ и индустриальным Dow Jones составил 18%,"С начала года до конца торговой сессии 16 мая технологический индекс NASDAQ Composite вырос на 17,93%, а индустриальный Dow Jones, наоборот, снизился на 0,4%. Такое движение бенчмарков за четыре с половиной месяца наблюдается впервые с момента запуска торгов на NASDAQ, сообщил Market Watch, ссылаясь на данные Dow Jones Market Data. Когда в марте 2000 г. начался кризис доткомов, разрыв между индексами составлял 37% – NASDAQ вырос на 24,07%, а Dow Jones снизился на 13,6%. Пока разница между ними гораздо скромнее, поэтому нового пузыря на рынке нет, уверены эксперты. Но тем не менее это тревожный сигнал для инвесторов.",2023-5-18,https://www.vedomosti.ru/investments/articles/2023/05/19/975793-razriv-mezhdu-tehnologicheskim-indeksom-nasdaq-i-industrialnim-dow-jones,Инвестиции,vedomosti,2023-05-23 23:54:10.027885
«Балет»: особенности Национального театра,"Обычное ЧП позднего СССР: юная балерина, на которую точит зубы КГБ, не возвращается домой с американских гастролей. Вновь в Москве она окажется лишь 40 лет спустя, но уже в ином статусе. Теперь ее зовут Рута Майерс (в этой роли – Алла Сигалова, один из главных российских хореографов), она гражданка США, а еще – мировая звезда современного танца.",2023-5-18,https://www.vedomosti.ru/opinion/columns/2023/05/19/975775-balet-osobennosti-natsionalnogo-teatra,Мнения,vedomosti,2023-05-23 23:54:10.027886
Луиджи Ноно: серийная премьера,"Коммунист-авангардист Луиджи Ноно всегда просил, чтобы его изощренные сочинения исполняли не в филармонических и оперных залах, пусть самых престижных, а в фабричных цехах и университетских аудиториях. Так что он наверняка бы одобрил, что для российских премьер (сильно запоздавших, прямо скажем) его сочинений выбран не филармонический зал, а площадка с индустриальным прошлым – ночной клуб Mutabor. Он открылся четыре года назад на месте бывшей компрессорной станции шарикоподшипникового завода.",2023-5-18,https://www.vedomosti.ru/opinion/columns/2023/05/19/975776-luidzhi-nono-seriinaya-premera,Мнения,vedomosti,2023-05-23 23:54:10.027887
Виктор Шамиров: «Я вижу в искусстве только живое и неживое»,"Для многих зрителей, наверное, существует как будто два Виктора Шамирова. Один делает тонкое, интеллигентное кино вроде сериала «Большая секунда» (2021). А второй снял один из самых отвязных и скандальных фильмов последних лет – «Непосредственно Каха!». Эта эксцентрическая комедия по мотивам одноименного веб-сериала вышла осенью 2020 г. и стала хитом. Кассу в 548 млн руб. (здесь и далее – данные ЕАИС государственного Фонда кино) релизу не помешали собрать даже ограничения на заполняемость кинозалов из-за коронавируса, еще действовавшие на тот момент.",2023-5-18,https://www.vedomosti.ru/lifestyle/characters/2023/05/19/975777-viktor-shamirov-ya-vizhu-v-iskusstve-tolko-zhivoe-i-nezhivoe,Стиль жизни,vedomosti,2023-05-23 23:54:10.027888
Казахстан планирует расширить экспортный нефтепровод в Китай,"Казахстанская компания «Казмунайгаз» (КМГ) и китайская CNPC договорились о расширении нефтепровода Казахстан - Китай, стоимость работ оценивается примерно в $200 млн, сообщил председатель правления КМГ Магзум Мирзагалиев в кулуарах саммита «Китай – Центральная Азия» 18 мая. В этот же день пресс-служба компании сообщила, что КМГ и CNPC подписали соответствующее соглашение.",2023-5-18,https://www.vedomosti.ru/business/articles/2023/05/18/975740-kazahstan-planiruet,Бизнес,vedomosti,2023-05-23 23:54:10.027890
«Ютэйр» может остановить эксплуатацию трети вертолетов,Авиакомпания «Ютэйр» вынуждена будет остановить до 30% своего вертолетного парка в 2023 г. при сохранении проблем с поставкой агрегатов и комплектующих. Об этом 18 мая заявил гендиректор компании Андрей Мартиросов на форуме HeliRussia-2023.,2023-5-18,https://www.vedomosti.ru/business/articles/2023/05/18/975817-yuteir-ostanovit-ekspluatatsiyu-treti-vertoletov,Бизнес,vedomosti,2023-05-23 23:54:10.027891
ГТЛК предлагает создать электронную базу документов на самолеты и вертолеты,"В России необходимо ввести цифровые паспорта для воздушной техники. Об этом заявил 18 мая на выставке вертолетной индустрии HeliRussia – 2023 руководитель дирекции воздушного транспорта Государственной транспортной лизинговой компании (ГТЛК) Александр Врублевский. «Мы видим, что есть особая потребность в цифровизации паспорта воздушного судна (ВС). Мы как собственники столкнулись с проблемой – при утере документов процедуры по их восстановлению сегодня нет», – сказал он.",2023-5-18,https://www.vedomosti.ru/business/articles/2023/05/18/975802-gtlk-predlagaet,Бизнес,vedomosti,2023-05-23 23:54:10.027892
Переехавшим за границу разрешат платить НДФЛ по общей ставке,"Минфин доработал законопроект с поправками в Налоговый кодекс, которые в том числе определяют правила уплаты НДФЛ для удаленных работников, следует из пресс-релиза Минфина. Теперь размер налога для них будет составлять 13-15%, а не 30%, как предлагалось ранее. Обложение таких сотрудников будет проводиться по общей ставке вне зависимости от того, являются они российскими налоговыми резидентами или нет.",2023-5-18,https://www.vedomosti.ru/economics/articles/2023/05/18/975808-pereehavshim-granitsu-razreshat-ndfl-obschei-stavke,Экономика,vedomosti,2023-05-23 23:54:10.027893
Прокурор запросил для Ройзмана штраф в 260 000 рублей по делу о дискредитации армии,"Прокурор запросил для бывшего мэра Екатеринбурга Евгения Ройзмана (признан иноагентом в РФ) штраф в размере 260 000 руб., сообщили в пресс-службе прокуратуры Свердловской области. Ройзман проходит по делу о дискредитации российской армии.",2023-5-18,https://www.vedomosti.ru/society/news/2023/05/18/975691-prokuror-zaprosil-dlya-roizmana-shtraf,Общество,vedomosti,2023-05-23 23:54:10.027894
"Бизнес выступает за более масштабное расширение коридора «Север – Юг», чем планирует кабмин","Крупные логистические компании России предлагают как минимум вдвое расширить пропускную способность международного транспортного коридора (МТК) «Север – Юг» – с проектного уровня 30 млн т до 60 млн т грузов в год, создав консорциум с арабскими инвестиционными фондами. С таким предложением выступил председатель совета директоров ГК «Дело» Сергей Шишкарев во время круглого стола XIV Международного экономического форума «Россия – Исламский мир: KAZANFORUM». Совокупный объем совместных инвестиций он оценивает в $18,5 млрд евро.",2023-5-18,https://www.vedomosti.ru/business/articles/2023/05/18/975781-masshtabnoe-rasshirenie-koridora-sever-yug,Бизнес,vedomosti,2023-05-23 23:54:10.027895
Цены на газ в Европе продолжают падать,"Спотовые котировки газа в Евросоюзе (ЕС) 18 мая впервые с середины июня 2021 г. опустились ниже отметки $350 за 1000 куб. м, свидетельствуют данные биржи ICE.",2023-5-18,https://www.vedomosti.ru/economics/articles/2023/05/18/975732-tseni-gaz,Экономика,vedomosti,2023-05-23 23:54:10.027896
Владимир Путин 25 мая примет в Москве лидеров Армении и Азербайджана,"Президент Азербайджана Ильхам Алиев и премьер-министр Армении Никол Пашинян 25 мая проведут в Москве встречу при посредничестве Владимира Путина. Об этом 18 мая заявил армянский премьер на заседании правительства. Трансляция велась на YouTube-канале ArmenPress. Визит запланирован ради очередного раунда переговоров между Арменией и Азербайджаном по проекту мирного договора. Перед встречей глав государств в российской столице на 19 мая также запланированы переговоры министра иностранных дел Джейхуна Байрамова и его армянского коллеги Арарата Мирзояна, сообщается в пресс-релизе азербайджанского МИДа. Это подтвердил и Пашинян.",2023-5-18,https://www.vedomosti.ru/politics/articles/2023/05/18/975756-putin-primet-liderov-armenii-i-azerbaidzhana,Политика,vedomosti,2023-05-23 23:54:10.027897
Каждый второй медработник выступил за расширение круга обязанностей в здравоохранении,"Большинство пациентов (72%) назвали ответственность при выполнении своих обязанностей и быстроту реакции (21%) наиболее важными качествами, которыми должен обладать средний медперсонал. Но действия, которые пациенты готовы доверить медбратьям и медсестрам, в основном ограничиваются оформлением меддокументации (62%) и вопросами психологической поддержки (61%). Об этом говорится в совместном опросе Всероссийского союза пациентов и Фонда семьи Тиньковых.",2023-5-18,https://www.vedomosti.ru/society/articles/2023/05/18/975726-medrabotnik-vistupil-rasshirenie-kruga-obyazannostei,Общество,vedomosti,2023-05-23 23:54:10.027898
В Госдуме поддержали проект о трудовых гарантиях мобилизованных госслужащих,"Думский комитет по региональной политике и местному самоуправлению рассмотрел законопроект о запрете расторгать срочные трудовые договоры с мобилизованными госслужащими (и добровольцами), пока они несут службу в зоне спецоперации. Инициатива была внесена в начале апреля группой сенаторов и депутатов во главе с первым вице-спикером Совфеда, секретарем генсовета «Единой России» Андреем Турчаком.",2023-5-18,https://www.vedomosti.ru/politics/articles/2023/05/18/975706-v-gosdume-podderzhali-proekt-o-trudovih-garantiyah,Политика,vedomosti,2023-05-23 23:54:10.027899
Вагоны с зерном сошли с рельсов в Крыму. Что известно,"В Крыму с рельсов сошли вагоны с зерном. В результате на железнодорожном участке от Симферополя до Севастополя было приостановлено движение поездов. Власти республики заявляют, что причины происшествия выясняются. По версии «Крымской железной дороги», сход поезда был вызван «вмешательством посторонних лиц». В то же время Telegram-каналы пишут о произошедшем взрыве на железнодорожных путях. «Ведомости» собрали все, что известно об инциденте.",2023-5-18,https://www.vedomosti.ru/society/articles/2023/05/18/975652-pyat-vagonov-s-zernom-soshli-s-relsov,Общество,vedomosti,2023-05-23 23:54:10.027900
UserGate-подход: как с помощью публикации багов и критики можно стать одним из ведущих игроков на рынке IТ-решений для кибербезопасности,"Компания UserGate объявила о релизе седьмой версии своей операционной системы (UGOS), которая является основой для экосистемы UserGate SUMMA. Одновременно UserGate объявила о старте продаж производимого в России программно-аппаратного комплекса С150. Платформа предназначена для крупных компаний с разветвленной филиальной сетью, предприятий малого и среднего бизнеса, медицинских учреждений, розничных сетей, промышленных предприятий.",2023-5-18,https://www.vedomosti.ru/spec/2023/05/18/usergate-podhod-kak-s-pomoschyu-publikatsii-bagov-i-kritiki-mozhno-stat-odnim-iz-veduschih-igrokov-na-rinke-it-reshenii-dlya-kiberbezopasnosti-ldtckefgg,,vedomosti,2023-05-23 23:54:10.027902
Подкаст свежего номера: 18 мая 2023 года,Это подкаст свежего выпуска «Ведомостей» за 18 мая 2023 г. Коротко и оперативно о главных новостях этого номера.,2023-5-18,https://www.vedomosti.ru/podcast/newsrelease/2023/05/18/975628-podkast-18-maya-2023-goda,,vedomosti,2023-05-23 23:54:10.027903
Нефтегазовые доходы бюджета оказались меньше ожиданий,"Поступление нефтегазовых доходов отклонилось от плана, заявил министр финансов Антон Силуанов на совещании у президента. По его словам, пока что бюджет от продажи нефти и газа получает меньше ожиданий. «Доходы, не связанные с нефтегазовыми, растут в плановом порядке. Мы ожидаем, что может быть даже небольшой плюс по ненефтегазовым доходам по итогам года. Но проблемы – с нефтегазовыми доходами. Пока мы видим, что они с учетом конъюнктуры, с учетом дисконтов отстают от плана», – пояснил министр.",2023-5-17,https://www.vedomosti.ru/economics/articles/2023/05/17/975616-neftegazovie-dohodi-byudzheta-okazalis-menshe-ozhidanii,Экономика,vedomosti,2023-05-23 23:54:10.027904
Минцифры готовит законопроект о принципах определения критичности инфраструктуры,"Минцифры работает над законопроектом, в соответствии с которым правительство будет определять перечень объектов критической информационной инфраструктуры (КИИ), а также сроки их перехода на отечественные решения. Об этом рассказал «Ведомостям» источник в правительстве и подтвердил собеседник в IT-компании, знакомый с ходом обсуждения законопроекта. По их словам, законопроект уже согласован с заинтересованными сторонами и в ближайшее время будет внесен в Госдуму.",2023-5-17,https://www.vedomosti.ru/technology/articles/2023/05/18/975584-mintsifri-gotovit-zakonoproekt-o-printsipah-opredeleniya-kritichnosti-infrastrukturi,Технологии,vedomosti,2023-05-23 23:54:10.027905
Экс-полицейские получили от 5 до 11 лет колонии за взятки при съемках сериала «Чикатило»,"Дорогомиловский районный суд Москвы вынес обвинительный приговор двум полицейским за получение взяток общей суммой более миллиона рублей. Экс-заместителю начальника управления охраны общественного порядка (УООП) ГУ МВД Сергею Кулишову суд назначил наказание в виде 5 лет лишения свободы в колонии строгого режима со штрафом в размере 1,2 млн рублей. Его подчиненный Виталий Фокин получил наказание гораздо более суровое – 11 лет строгого режима со штрафом 2 млн рублей.",2023-5-17,https://www.vedomosti.ru/media/articles/2023/05/17/975608-eks-politseiskie-poluchili-za-vzyatki-pri-semkah,Медиа,vedomosti,2023-05-23 23:54:10.027906
Кремль раскритиковал проект закона о праве регионов распоряжаться бродячими животными,"Как выяснили «Ведомости», государственно-правовое управление (ГПУ) президента высказало критические замечания к законопроекту о передаче на региональный уровень полномочий по решению вопросов, связанных с бездомными животными. Не поддержали законопроект и в экспертном управлении президента, отмечается в заключении ГПУ.",2023-5-17,https://www.vedomosti.ru/politics/articles/2023/05/18/975587-kreml-raskritikoval-proekt-zakona-o-brodyachimi-zhivotnimi,Политика,vedomosti,2023-05-23 23:54:10.027908
«Пришло время завершить имперский проект США»,"69-летний Роберт Фрэнсис – необычный представитель политического клана Кеннеди. Он племянник 35-го президента США Джона Кеннеди и сын генпрокурора США и сенатора от Нью-Йорка Роберта Кеннеди. Но прославился Кеннеди сначала как наркоман, потом – как экоактивист, а в последние годы стал самым знаменитым противником вакцин в Америке.",2023-5-17,https://www.vedomosti.ru/politics/characters/2023/05/18/975578-prishlo-vremya-zavershit-imperskii-proekt-ssha,Политика,vedomosti,2023-05-23 23:54:10.027916
Регионы получат возможность отзывать сенаторов по согласованию с Советом Федерации,В России будет изменен порядок формирования Совета Федерации (СФ): появившиеся накануне поправки в профильный закон 17 мая приняла во втором чтении Госдума. Одно из самых серьезных изменений касается гарантий незыблемости статуса сенатора: региональным органам власти (губернаторам и заксобраниям) дадут право отзывать делегированных ими в Москву членов СФ.,2023-5-17,https://www.vedomosti.ru/politics/articles/2023/05/18/975591-regioni-poluchat-vozmozhnost-otzivat-senatorov,Политика,vedomosti,2023-05-23 23:54:10.027917
Африка вслед за Китаем готова помирить Россию с Украиной,"Несколько государств одновременно предложили посреднические услуги в российско-украинском кризисе. 16 мая президент ЮАР Сирил Рамафоса предложил свой план мирного урегулирования международного конфликта на итоговой пресс-конференции с премьером Сингапура Ли Сянь Луном. Рамафоса объявил, что по проекту мирного соглашения ранее он провел телефонные консультации с украинским лидером Владимиром Зеленским и российским главой государства Владимиром Путиным. На сайте Кремля говорится, что Путин в ходе этого разговора 12 мая «поддержал идею об участии группы африканских лидеров в обсуждении перспектив урегулирования украинского конфликта». Рамафоса вместе с делегацией африканских государств в ближайшее время запланировал поездку в Москву и Киев. «Я представил инициативу от лица Замбии, Сенегала, Конго, Уганды, Египта и ЮАР. Президент Путин и его украинский коллега Зеленский согласились принять миссию африканских лидеров по возможному мирному плану», – цитирует Рамафосу его официальный сайт. Детали африканской инициативы президент ЮАР пока не раскрыл.",2023-5-17,https://www.vedomosti.ru/politics/articles/2023/05/18/975590-afrika-vsled-za-kitaem-gotova-pomirit-rossiyu-s-ukrainoi,Политика,vedomosti,2023-05-23 23:54:10.027918
Доля заявок на участие в «Лидерах России» от женщин увеличилась,"Число заявок на участие в пятом сезоне конкурса «Лидеры России» от женщин увеличилось на 5000 по сравнению с прошлым сезоном. Об этом «Ведомостям» сказали в пресс-службе автономной некоммерческой организации «Россия – страна возможностей» (РСВ), которая проводит конкурс. В этом году заявки на участие подали 58 000 женщин – это 36% от числа всех 160 000 заявок. В прошлый раз их доля составляла 29% (52 000 человек).",2023-5-17,https://www.vedomosti.ru/politics/articles/2023/05/18/975582-dolya-zayavok-na-uchastie-v-liderah-rossii-ot-zhenschin-uvelichilas,Политика,vedomosti,2023-05-23 23:54:10.027919
Демократы и республиканцы могут достигнуть компромисса по госдолгу США до 1 июня,"Администрация президента США Джо Байдена и республиканцы в конгрессе могут договориться о решении вопроса с повышением потолка госдолга. Об этом по итогам состоявшихся 16 мая переговоров президента с лидерами конгресса сообщило агентство Reuters. Основная дискуссия велась между Байденом и спикером палаты представителей республиканцем Кевином Маккарти. Спикер констатировал, что стороны до сих пор далеки друг от друга в своих позициях, но это не означает тупика в переговорах. «Возможно договориться о сделке (по госдолгу. – «Ведомости») к концу недели. Достичь соглашения не так сложно, мы знаем, что не будем объявлять дефолт», – заявил Маккарти. Договориться демократам и республиканцам предстоит до 1 июня – это дедлайн, после которого Вашингтон начнет сообщать о дефолте.",2023-5-17,https://www.vedomosti.ru/politics/articles/2023/05/18/975580-demokrati-i-respublikantsi-mogut-dostignut-kompromissa-po-gosdolgu,Политика,vedomosti,2023-05-23 23:54:10.027920
Минфин заложил на проект по борьбе с сахарным диабетом только 10 млрд рублей ежегодно,"Российские власти пока не нашли новые источники финансирования федерального проекта «Борьба с сахарным диабетом». Всего на него до сих пор зарезервировано 10 млрд руб. ежегодно в течение 2023–2025 гг., говорится в ответе Минфина Всероссийскому союзу пациентов (ВСП) от 26 апреля. Копия письма есть в распоряжении «Ведомостей», его подлинность подтвердил сопредседатель ВСП Ян Власов.",2023-5-17,https://www.vedomosti.ru/society/articles/2023/05/18/975574-minfin-zalozhil-na-proekt-po-borbe-s-diabetom-tolko-10-mlrd,Общество,vedomosti,2023-05-23 23:54:10.027921
Прибыль Росбанка за I квартал 2023 года превысила результаты прошлого года,"Чистая прибыль Росбанка по международным стандартам финансовой отчетности (МСФО) в I квартале 2023 г. составила 8,7 млрд руб., сообщила предправления банка Наталья Воеводина на пресс-конференции. Это почти на 80% больше, чем за весь 2022 год, тогда организация заработала 4,9 млрд руб. В 2021 г. Росбанк показал финансовый результат в 19,6 млрд руб. Поквартальные показатели прошлого года Росбанк, пользуюсь полученным от ЦБ правом, не публиковал и не планирует делать это в будущем, сказала Воеводина. В релизе за I квартал банк также раскрыл только отдельные показатели по МСФО.",2023-5-17,https://www.vedomosti.ru/finance/articles/2023/05/18/975583-pribil-rosbanka-za-i-kvartal-2023-goda-previsila-rezultati-proshlogo-goda,Финансы,vedomosti,2023-05-23 23:54:10.027923
"Как уход Nike, Apple, Ford и других брендов повлиял на конкуренцию в России","Уход западных компаний из-за санкций из России в прошлом году существенно повлиял на уровень конкуренции в ряде отраслей, причем не всегда отрицательно. К таким выводам пришли эксперты аудиторско-консалтингового агентства Kept (бывшая KMPG в России), следует из их доклада «Влияние ухода иностранных компаний на состояние конкуренции в России» (есть у «Ведомостей»).",2023-5-17,https://www.vedomosti.ru/economics/articles/2023/05/18/975581-kak-uhod-nike-apple-i-drugih-brendov-povliyal-na-konkurentsiyu-v-rossii,Экономика,vedomosti,2023-05-23 23:54:10.027924
Совет таксистов просит АП снизить стоимость ОСАГО,Национальный совет такси попросил администрацию президента (АП) принять меры для снижения стоимости полисов обязательного страхования автогражданской ответственности (ОСАГО) на легковые автомобили такси. Об этом говорится в письме ассоциации на имя руководителя АП Антона Вайно от 26 апреля. «Ведомости» ознакомились с документом.,2023-5-17,https://www.vedomosti.ru/business/articles/2023/05/18/975575-sovet-taksistov-prosit-ap-snizit-stoimost-osago,Бизнес,vedomosti,2023-05-23 23:54:10.027925
Чеченский предприниматель не смог оспорить регистрацию товарного знака «Вкусно – и точка»,"Сети ресторанов быстрого питания «Вкусно – и точка» удалось отстоять одноименный товарный знак в палате по патентным спорам Роспатента. Последняя отказалась удовлетворить жалобу чеченского индивидуального предпринимателя Калуги Гагалова, который владеет брендом «It’s fine точка». Решение было вынесено 15 мая.",2023-5-17,https://www.vedomosti.ru/business/articles/2023/05/18/975597-chechenskii-predprinimatel-ne-smog-osporit-registratsiyu-tovarnogo-znaka-vkusno-i-tochka,Бизнес,vedomosti,2023-05-23 23:54:10.027926
Производитель вин «Абрау-Дюрсо» будет выпускать косметику для отелей,"«Абрау-Дюрсо» запускает производство профессиональной косметики для отелей (мыло, гели для душа и т. д.), сообщил «Ведомостям» представитель компании. По его словам, прежде чем выходить на рынок, компания протестирует продукцию в собственной гостинице Abrau Light Resort &amp; SPA, которая начнет работу 1 августа.",2023-5-17,https://www.vedomosti.ru/business/articles/2023/05/18/975593-proizvoditel-vin-abrau-dyurso-budet-vipuskat-kosmetiku,Бизнес,vedomosti,2023-05-23 23:54:10.027927
Онлайн-торговлю алкоголем просят начать незамедлительно,"ТПП РФ призывает принять закон о торговле спиртным онлайн, не дожидаясь итогов эксперимента по продаже отечественного вина через сайт «Почты России» . Сам эксперимент предлагается сократить с трех лет до одного года, распространить его не только на Московскую область, но и на все субъекты РФ, допустив к участию в нем «хозяйствующих субъектов, обладающих необходимыми лицензиями, квалифицированным персоналом, а также опытом розничных продаж и экспресс-доставки», указано в обращении ТПП. Оно было направлено председателю Совета Федерации Валентине Матвиенко 16 мая, копия есть в «Ведомостях». Подлинность текста «Ведомостям» подтвердила председатель комиссии ТПП по предпринимательству в сфере производства и оборота этилового спирта, алкогольной и спиртосодержащей продукции Елена Суслова-Новожилова.",2023-5-17,https://www.vedomosti.ru/business/articles/2023/05/18/975577-onlain-torgovlyu-alkogolem-prosyat-nachat-nezamedlitelno,Бизнес,vedomosti,2023-05-23 23:54:10.027928
"Продажи контрафактных настольных игр в России выросли до 1,5 млрд рублей","Продажи контрафактных настольных игр достигли порядка 1,5 млрд руб. по итогам 2022 г., следует из данных одного из крупнейших участников рынка – издательства Hobby World (включает в себя бренды Hobby World и Magellan; выпускает в России игры «Особняки безумия», «Мафия. Вся семья в сборе», «Колонизаторы», «Взрывные котята», «Свинтус» и др.). В 2020 г. (когда компания в последний раз проводила аналогичные расчеты. – «Ведомости») объем рынка контрафакта настолок составлял около 800 млн руб., отмечают там же.",2023-5-17,https://www.vedomosti.ru/media/articles/2023/05/18/975576-prodazhi-kontrafaktnih-nastolnih-igr-v-rossii-virosli,Медиа,vedomosti,2023-05-23 23:54:10.027929
