title,summary,date,link,type,source,date_parsed
Госдеп не в курсе сообщений о вылете Су-27 на перехват бомбардировщиков США над Балтикой,"В Национальном центре управления обороной РФ сообщили, что нарушение госграницы России допущено не было",2023-5-23,https://tass.ru/mezhdunarodnaya-panorama/17824757,Международная панорама,tass,2023-05-23 23:53:39.827280
США заявили о работе над возвращением Гершковича с использованием всех доступных средств,Руководитель пресс-службы Госдепартамента Мэттью Миллер не стал раскрывать детали этой деятельности,2023-5-23,https://tass.ru/mezhdunarodnaya-panorama/17824709,Международная панорама,tass,2023-05-23 23:53:39.827281
Аграрии Ставрополья впервые начали экспорт нута и гороха в Пакистан,Отгрузки проходили в Петровском и Благодарненском округах,2023-5-23,https://tass.ru/ekonomika/17824663,Экономика и бизнес,tass,2023-05-23 23:53:39.827282
"Первый в России ""Класс гостеприимства"" выпустили в школе Ялты при поддержке властей Крыма","Учащиеся класса изучали администрирование отеля, ресторанный сервис, экскурсионное обслуживание, поварское дело, сыроварение, SPA и косметологические услуги",2023-5-23,https://tass.ru/obschestvo/17824703,Общество,tass,2023-05-23 23:53:39.827283
"""Уралхим"" сохраняет интерес к активам зерновых трейдеров","В компании сообщили, что внимание к зернотрейдерам обусловлено важностью обеспечения поставок зерна на мировые рынки и поддержки продовольственной безопасности",2023-5-23,https://tass.ru/ekonomika/17824613,Экономика и бизнес,tass,2023-05-23 23:53:39.827284
Россиянка Шувалова сыграла вничью в партии этапа Гран-при FIDE в Никосии,Полина Шувалова в седьмом туре этапа Гран-при в Никосии играла с представительницей Индии Харикой Дронавалли,2023-5-23,https://tass.ru/sport/17824701,Спорт,tass,2023-05-23 23:53:39.827285
"Госдеп сомневается, что диверсанты у Белгорода применяли предоставленное США оружие",Эту версию изложил руководитель пресс-службы Госдепартамента Мэттью Миллер,2023-5-23,https://tass.ru/mezhdunarodnaya-panorama/17824677,Международная панорама,tass,2023-05-23 23:53:39.827287
"Отмена КТО в Белгородской области, Запад обещает Киеву F-16. Ситуация вокруг Украины",,2023-5-23,https://tass.ru/mezhdunarodnaya-panorama/17824549,Международная панорама,tass,2023-05-23 23:53:39.827288
Су-27 вылетал на перехват двух стратегических бомбардировщиков США над Балтикой,"В Национальном центре управления обороной России отметили, что нарушения госграницы не допустили",2023-5-23,https://tass.ru/armiya-i-opk/17824671,Безопасность,tass,2023-05-23 23:53:39.827289
В новой системе высшего образования сохранят четырехлетний срок обучения,"По словам министра науки и высшего образования Валерия Фалькова, IТ-специальности стали самыми популярными среди абитуриентов в 2023 году",2023-5-23,https://tass.ru/obschestvo/17824643,Общество,tass,2023-05-23 23:53:39.827290
Сроки обучения в новой системе работодатели будут определять совместно с вузами,"По словам министра науки и высшего образования Валерия Фалькова, например, будущим юристам достаточно получить базовое высшее образование продолжительностью пять лет",2023-5-23,https://tass.ru/obschestvo/17824631,Общество,tass,2023-05-23 23:53:39.827291
"Додик считает, что Запад своими действиями угрожает существованию Республики Сербской","Глава государства отметил, что республика не признает деятельность высокого представителя ООН в Боснии и Герцеговине Кристиана Шмидта",2023-5-23,https://tass.ru/mezhdunarodnaya-panorama/17824657,Международная панорама,tass,2023-05-23 23:53:39.827292
"Глава Минобрнауки считает, что юристам достаточно учиться пять лет","Министр науки и высшего образования Валерий Фальков сообщил, что массовой магистратуры для этих специальностей в новой системе предусмотрено не будет",2023-5-23,https://tass.ru/obschestvo/17824637,Общество,tass,2023-05-23 23:53:39.827293
"Гладков заявил, что жители Грайворона и Головчина вернулись домой","Жители еще трех сел вернутся в ближайшее время, уточнил губернатор Белгородской области",2023-5-23,https://tass.ru/obschestvo/17824609,Общество,tass,2023-05-23 23:53:39.827294
Лукашенко прокомментировал информацию о своей болезни,"Президент Белоруссии рассказал, что у него был аденовирус",2023-5-23,https://tass.ru/mezhdunarodnaya-panorama/17824615,Международная панорама,tass,2023-05-23 23:53:39.827295
Массовый переход на новую систему высшего образования планируют в 2025 году,"Министр науки и высшего образования Валерий Фальков сообщил, что ключевые изменения планируются в 2023-2024 учебном году",2023-5-23,https://tass.ru/obschestvo/17824623,Общество,tass,2023-05-23 23:53:39.827297
В Волгоградской области после нападения подростка с ножом на школьницу возбудили дело,Злоумышленник задержан,2023-5-23,https://tass.ru/proisshestviya/17824525,Происшествия,tass,2023-05-23 23:53:39.827298
Додик обвинил Запад в навязывании другим странам решений исключительно в своих интересах,Президент Республики Сербской заявил о приверженности дейтонскому соглашению,2023-5-23,https://tass.ru/mezhdunarodnaya-panorama/17824603,Международная панорама,tass,2023-05-23 23:53:39.827299
"Доходы отелей Петербурга с начала года выросли на 1,5 млрд рублей в сравнении с 2019 годом","Они составили 7,8 млрд рублей",2023-5-23,https://tass.ru/ekonomika/17824519,Экономика и бизнес,tass,2023-05-23 23:53:39.827300
Володин поздравил Галибафа с избранием председателем Собрания исламского совета Ирана,Спикер Госдумы пожелал председателю Собрания исламского совета успехов и всего самого доброго,2023-5-23,https://tass.ru/politika/17824539,Политика,tass,2023-05-23 23:53:39.827301
Комитет Европарламента одобрил ускоренную заморозку активов преступного происхождения,"Евросоюз из-за СВО заморозил активы российских физических лиц и компаний на €24,1 млрд",2023-5-23,https://tass.ru/mezhdunarodnaya-panorama/17824513,Международная панорама,tass,2023-05-23 23:53:39.827302
"Сеул считает, что КНДР может запустить разведывательный спутник ""в ближайшем будущем""","Глава управления национальной безопасности президентской администрации Южной Кореи Чо Тхэ Ён заявил, что при таком сценарии Сеул будет ""оказывать давление"" на мировое сообщество с целью соблюдения санкций и введет новые односторонние ограничения против Пхеньяна",2023-5-23,https://tass.ru/mezhdunarodnaya-panorama/17824443,Международная панорама,tass,2023-05-23 23:53:39.827304
Politico: Байден выдвинул кандидатуру замглавы Киберкомандования на пост руководителя АНБ,"Газета сообщила, что кандидатуру Тимоти Хога должен утвердить Сенат Конгресса",2023-5-23,https://tass.ru/mezhdunarodnaya-panorama/17824461,Международная панорама,tass,2023-05-23 23:53:39.827305
В Костромской области произошел лесной пожар,"Площадь возгорания составила 1,5 га",2023-5-23,https://tass.ru/proisshestviya/17824451,Происшествия,tass,2023-05-23 23:53:39.827306
Додик назвал СВО конфликтом Запада и России,"Президент Республики Сербской отметил, что Москва, ""которая упорно боролась за обеспечение безопасности и пыталась обеспечить гарантии, была вынуждена начать эту военную операцию""",2023-5-23,https://tass.ru/mezhdunarodnaya-panorama/17824467,Международная панорама,tass,2023-05-23 23:53:39.827307
В Энгельсе в ДТП с маршруткой пострадали два человека,Их доставили в больницу,2023-5-23,https://tass.ru/proisshestviya/17824453,Происшествия,tass,2023-05-23 23:53:39.827308
Белгородский губернатор заявил о вопросах к Минобороны из-за диверсантов,"Из-за проникновения в Белгородскую область диверсантов, а также обстрелов территории региона у местных властей есть вопросы к Минобороны. Об этом заявил...",2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989096.html,В России,rosbalt,2023-05-23 23:53:41.458741
"Путин заявил об отсутствии Украины до СССР в «истории человечества», диверсанты использовали на Белгородчине американскую технику, Венгрия блокирует военную помощь Киеву",Специальная военная операция продолжается: главное за 23 мая.,2023-5-23,https://www.rosbalt.ru/world/2023/05/23/1989098.html,В мире,rosbalt,2023-05-23 23:53:41.458751
В Госдепе прокомментировали сообщения об атаке диверсантов в Белгородской области,"США не поощряют удары Украины по территории России, но все же оставляют за Киевом право принимать решения. Такое заявление сделал сегодня официальный представитель...",2023-5-23,https://www.rosbalt.ru/world/2023/05/23/1989095.html,В мире,rosbalt,2023-05-23 23:53:41.458752
Туристу из Германии грозит ампутация полового члена после 24-часового секс-марафона,"В Италии 50-летнему туристу из Германии могут ампутировать половой член после того, как он целые сутки занимался сексом. Об этом пишет издание Daily Mail....",2023-5-23,https://www.rosbalt.ru/world/2023/05/23/1989093.html,В мире,rosbalt,2023-05-23 23:53:41.458753
Массовый переход на новую систему высшего образования в России ожидается в 2025 году,Переход на новую систему высшего образования в России рассчитан на три года. Об этом сообщил министр науки и высшего образования Валерий Фальков.  По его...,2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989092.html,В России,rosbalt,2023-05-23 23:53:41.458754
«Вы еще мучиться со мной будете очень долго»: Лукашенко прокомментировал слухи о своей болезни,"Президент Белоруссии Александр Лукашенко прокомментировал слухи о своей болезни. По его словам, у него был аденовирус, и умирать он не собирается.Лукашенко...",2023-5-23,https://www.rosbalt.ru/world/2023/05/23/1989090.html,В мире,rosbalt,2023-05-23 23:53:41.458756
Эксперты: Состояние «Троицы» пока не позволяет вывезти ее из музея,"Сроки передачи рублевской иконы «Троица» РПЦ могут быть сдвинуты из-за необходимости подготовить для нее оптимальные условия хранения. Как сообщает «Интерфакс»,...",2023-5-23,https://www.rosbalt.ru/moscow/2023/05/23/1989089.html,Москва,rosbalt,2023-05-23 23:53:41.458757
Председатель Верховного суда: Россияне стали все чаще обращаться в суды для банкротства,Также выросло число дел о взыскании с граждан долгов.,2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989087.html,В России,rosbalt,2023-05-23 23:53:41.458758
Путин: Никакой Украины не существовало до создания Украинской ССР,До создания Украинской ССР «никакой Украины» не существовало. Такое заявление сделал президент России Владимир Путин во время встречи с председателем Конституционного...,2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989083.html,В России,rosbalt,2023-05-23 23:53:41.458759
Губернатор Белгородской области сообщил об одном погибшем в результате атаки диверсантов,"В результате нападения диверсантов в Белгородской области погиб мирный житель. Об этом проинформировал губернатор региона Вячеслав Гладков.По его словам,...",2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989082.html,В России,rosbalt,2023-05-23 23:53:41.458760
Шольц: Российско-украинский конфликт завершится членством Украины в ЕС,"Канцлер Германии Олаф Шольц заявил о том, что российско-украинский конфликт завершится членством Украины в Евросоюзе. Об этом со ссылкой на местные СМИ...",2023-5-23,https://www.rosbalt.ru/world/2023/05/23/1989081.html,В мире,rosbalt,2023-05-23 23:53:41.458761
Суд в Москве продлил арест Гершковичу до 30 августа,Лефортовский суд Москвы 23 мая продлил до 30 августа срок ареста корреспонденту московского бюро американской газеты Wall Street Journal Эвану Гершковичу....,2023-5-23,https://www.rosbalt.ru/moscow/2023/05/23/1989080.html,Москва,rosbalt,2023-05-23 23:53:41.458763
В Белгородской области отменен режим КТО,"Ранее Минобороны сообщило, что российские военные заблокировали и разгромили украинские националистические формирования, прорвавшиеся на территорию региона....",2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989079.html,В России,rosbalt,2023-05-23 23:53:41.458764
Депутаты Госдумы приняли закон о гуманизации условий содержания под стражей,"Госдума сегодня приняла во втором и третьем чтениях закон, предусматривающий гуманизацию условий содержания под стражей подозреваемых и обвиняемых в СИЗО...",2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989078.html,В России,rosbalt,2023-05-23 23:53:41.458765
"Российские пограничники получат право изымать загранпаспорта у россиян, которым запрещен выезд из страны","Госдума приняла закон, определяющий основания для изъятия заграничного паспорта.",2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989077.html,В России,rosbalt,2023-05-23 23:53:41.458766
Reuters сообщил о планах РФ ввести запрет на экспорт бензина,"Такая мера, в частности, должна предотвратить дефицит топлива на внутреннем рынке.",2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989075.html,В России,rosbalt,2023-05-23 23:53:41.458767
Росфинмониторинг внес журналиста Романа Попкова в список террористов и экстремистов,Росфинмониторинг внес журналиста Романа Попкова в перечень террористов и экстремистов. Дополненный реестр опубликован на сайте ведомства. Как отмечается...,2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989073.html,В России,rosbalt,2023-05-23 23:53:41.458768
"Путин объяснил, почему Россия начала СВО","Россия не начинала никакой войны, а при помощи СВО пытается ее прекратить. Об этом заявил президент России Владимир Путин.По его мнению, против РФ была...",2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989072.html,В России,rosbalt,2023-05-23 23:53:41.458769
"В Минобороны сообщили, что диверсанты в Белгородской области разгромлены","По данным ведомства, во время операции были убиты 70 диверсантов, уничтожено 4 БМП и 5 пикапов.",2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989069.html,В России,rosbalt,2023-05-23 23:53:41.458770
Фигуристку Евгению Медведеву отчислили из МГУ из-за непосещения занятий,"Фигуристка Евгения Медведева не сможет продолжить обучение в главном вузе страны. Ранее сама спортсменка сообщила, что МГУ якобы принял решение расстаться...",2023-5-23,https://www.rosbalt.ru/moscow/2023/05/23/1989071.html,Москва,rosbalt,2023-05-23 23:53:41.458771
В Белгороде предупредили о появлении ложных сообщений о минировании зданий,"Сообщения о якобы минировании зданий в Белгороде проверяют спецслужбы. Как передает «Интерфакс», об этом сообщил мэр областного центра Валентин Демидов....",2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989067.html,В России,rosbalt,2023-05-23 23:53:41.458773
В Волгоградской области школьник на последнем звонке ударил ножом одноклассницу,В поселке Иловля Волгоградской области выпускник 11-го класса ударил раскладным ножом одноклассницу на последнем звонке. Об этом сообщает РБК со ссылкой...,2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989066.html,В России,rosbalt,2023-05-23 23:53:41.458774
В Уфе тренера по горным лыжам задержали по подозрению в совращении детей,"В Уфе тренера школы олимпийского резерва по горнолыжному спорту подозревают в совращении воспитанниц. Как сообщает «Башинформ», по предварительным данным,...",2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989065.html,В России,rosbalt,2023-05-23 23:53:41.458775
Врач-токсиколог назвал самые опасные диеты,"Некоторые популярные диеты могут привести к серьезным проблемам со здоровьем, сообщает «Газета.Ru» со ссылкой на врача-токсиколога Максима Кутушева. К...",2023-5-23,https://www.rosbalt.ru/style/2023/05/23/1989064.html,Стиль жизни,rosbalt,2023-05-23 23:53:41.458776
Дания присоединилась к Европейскому оборонному агентству,"Дания подключилась к работе Европейского оборонного агентства и во вторник впервые примет участие в заседании его управляющего совета. Как передает ТАСС,...",2023-5-23,https://www.rosbalt.ru/world/2023/05/23/1989062.html,В мире,rosbalt,2023-05-23 23:53:41.458777
В Литве эвакуировали около 500 человек из-за разлива опасных веществ,Разлив опасных химических веществ в Каунасском районе Литвы заставил эвакуировать около 500 человек. Об этом сообщает ТАСС со ссылкой на департамент полиции....,2023-5-23,https://www.rosbalt.ru/world/2023/05/23/1989058.html,В мире,rosbalt,2023-05-23 23:53:41.458778
В Таиланде при обрушении крыши спортплощадки погибли семь школьников,По меньшей мере 7 учащихся погибли и 18 получили различные травмы в результате обрушения крыши спортивной площадки в одной из школ провинции Пхичит. Как...,2023-5-23,https://www.rosbalt.ru/world/2023/05/23/1989057.html,В мире,rosbalt,2023-05-23 23:53:41.458779
В Туле приговорили украинца к 16 годам колонии по делу о шпионаже,Суд в Туле приговорил к 16 годам колонии строгого режима гражданина Украины Андрея Петкевича. Об этом сообщает «Интерфакс» со ссылкой на Центр общественных...,2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989059.html,В России,rosbalt,2023-05-23 23:53:41.458780
"В ЕС сообщили, что подготовка украинских летчиков на F-16 уже началась","Подготовка украинских летчиков на истребителях F-16 уже началась в нескольких странах, Украина скоро получит самолеты. Как передает ТАСС, об этом заявил...",2023-5-23,https://www.rosbalt.ru/world/2023/05/23/1989061.html,В мире,rosbalt,2023-05-23 23:53:41.458782
В Курской области несколько сел обесточены в результате обстрела,"Губернатор Курской области Роман Старовойт сообщил об обстреле со стороны Украины села Гордеевка. Как передает «Интерфакс», в результате обстрела никто...",2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989060.html,В России,rosbalt,2023-05-23 23:53:41.458783
Politico: Первыми в Европе поставить F-16 Украине могут Нидерланды,"Украина может получить истребители F-16 к осени, первые самолеты могут передать Нидерланды. Об этом сообщает ТАСС со ссылкой на газету Politico. «Я думаю,...",2023-5-23,https://www.rosbalt.ru/world/2023/05/23/1989056.html,В мире,rosbalt,2023-05-23 23:53:41.458784
Парламент Перу проголосовал за объявление президента Мексики персоной нон грата,Комиссия по международным делам Конгресса (парламента) Перу проголосовала за объявление персоной нон грата президента Мексики Андреса Мануэля Лопеса Обрадора...,2023-5-23,https://www.rosbalt.ru/world/2023/05/23/1989052.html,В мире,rosbalt,2023-05-23 23:53:41.458785
Минтруд выступил против привязки пособий по безработице к МРОТ,Министерство труда и социальной защиты выступило за отказ от идеи привязать размер пособия по безработице к минимальному размеру оплаты труда (МРОТ). Как...,2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989051.html,В России,rosbalt,2023-05-23 23:53:41.458786
В Иркутской области при пожаре в жилом доме погибли женщина и двое детей,Женщина и двое детей погибли в результате пожара в жилом доме в поселке Магистральный в Иркутской области. Как передает ТАСС со ссылкой на следственное...,2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989054.html,В России,rosbalt,2023-05-23 23:53:41.458787
В Калмыкии три человека погибли в ДТП с грузовиком,Три человека погибли и один пострадал в результате столкновения легкового автомобиля с грузовиком на 20-м километре автодороги Комсомольский&nbsp;— Артезиан...,2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989050.html,В России,rosbalt,2023-05-23 23:53:41.458788
В Курковичах Брянской области из-за обстрела загорелись два дома,"Вооруженные силы Украины обстреляли село Курковичи в Брянской области. Как передает РБК, об этом сообщил губернатор Александр Богомаз. Никто не пострадал,...",2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989053.html,В России,rosbalt,2023-05-23 23:53:41.458789
В США грузовик врезался в защитный барьер рядом с Белым домом,"Грузовик врезался в защитные ограждения неподалеку от Белого дома, его водитель задержан. Об этом сообщает РБК со ссылкой на газету The New York Times....",2023-5-23,https://www.rosbalt.ru/world/2023/05/23/1989049.html,В мире,rosbalt,2023-05-23 23:53:41.458791
"Губернатор Гладков сообщил, что зачистка в Белгородской области продолжается","В Грайворонском округе Белгородской области продолжается зачистка территории Министерством обороны совместно с силовыми структурами, местным жителям пока...",2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989048.html,В России,rosbalt,2023-05-23 23:53:41.458792
Байден и спикер Палаты представителей не пришли к соглашению по госдолгу,"Переговоры по потолку госдолга США с президентом Джо Байденом были продуктивными, но соглашение пока не достигнуто. Как передает «Интерфакс», об этом заявил...",2023-5-23,https://www.rosbalt.ru/world/2023/05/23/1989047.html,В мире,rosbalt,2023-05-23 23:53:41.458793
В Петербурге плюс двадцать два и кратковременный дождь,"В Петербурге во вторник, 23 мая, ожидается облачная с прояснениями погода, местами кратковременный дождь, сообщает ФГБУ «Северо-Западное управление по...",2023-5-23,https://www.rosbalt.ru/piter/2023/05/23/1989015.html,Петербург,rosbalt,2023-05-23 23:53:41.458794
"В Москве плюс двадцать, возможны грозы","В Москве во вторник, 23 мая, ожидается облачная с прояснениями погода и кратковременный дождь, местами гроза, сообщает Гидрометцентр. Температура воздуха...",2023-5-23,https://www.rosbalt.ru/moscow/2023/05/23/1989014.html,Москва,rosbalt,2023-05-23 23:53:41.458795
Астрологи назвали три знака зодиака с самым ужасным характером,Эти люди могут оказаться просто невыносимыми.,2023-5-23,https://www.rosbalt.ru/style/2023/05/23/1989016.html,Стиль жизни,rosbalt,2023-05-23 23:53:41.458796
Россиян предупредили о приближающейся магнитной буре,"По данным специалистов Лаборатории солнечной астрономии ИКИ и ИСЗФ, в среду, 24 мая, ожидается очередной, достаточно серьезный всплеск солнечной активности....",2023-5-23,https://www.rosbalt.ru/russia/2023/05/23/1989041.html,В России,rosbalt,2023-05-23 23:53:41.458797
Байдена отучают от «расточительного веселья»,"Белый дом и республиканцы в Конгрессе, чей конфликт вызвал угрозу первого в истории дефолта США, признали, что время вышло, но все равно отказываются от...",2023-5-22,https://www.rosbalt.ru/world/2023/05/23/1989046.html,В мире,rosbalt,2023-05-23 23:53:41.458798
В ЕС осудили решение РФ инициировать дело в отношении прокуроров и судей МУС,ЕС осуждает решение российских властей инициировать уголовное дело против прокурора и трех судей Международного уголовного суда. По словам главы европейской...,2023-5-22,https://www.rosbalt.ru/world/2023/05/23/1989044.html,В мире,rosbalt,2023-05-23 23:53:41.458799
"Эксперт рассказала, как эффективно «расхламить» балкон",Привести балкон в порядок поможет генеральная уборка и последующая грамотная переорганизация пространства. В разговоре с Life профессиональный организатор...,2023-5-22,https://www.rosbalt.ru/russia/2023/05/23/1989038.html,В России,rosbalt,2023-05-23 23:53:41.458801
Нутрициолог: Богатый белком завтрак поможет снизить риск слабоумия,"Ученые продолжают открывать новые способы уменьшения симптомов или замедления снижения когнитивных функций, связанных с деменцией. В беседе с MedikForum...",2023-5-22,https://www.rosbalt.ru/russia/2023/05/23/1989031.html,В России,rosbalt,2023-05-23 23:53:41.458802
"Диетологи перечислили продукты, усиливающие симптомы депресии","Лицензированные диетологи Мадлен Ларуш и Меган Гилберт назвали три группы продуктов, повышающие уровень тревожности и усиливающие симптомы депрессии. Как...",2023-5-22,https://www.rosbalt.ru/world/2023/05/22/1989043.html,В мире,rosbalt,2023-05-23 23:53:41.458803
Депутаты Госдумы предложили принять меры к автомобильным перевозчикам из Польши,Депутаты внесли в Госдуму проект обращения к правительству РФ о принятии мер к автомобильным перевозчикам из Польши из-за действий польских властей по...,2023-5-22,https://www.rosbalt.ru/russia/2023/05/22/1989042.html,В России,rosbalt,2023-05-23 23:53:41.458804
"В Белгородскую область зашли диверсанты, Польша считает требования России «страшилкой», истребители F-16 разместят на Украине",Специальная военная операция продолжается: главное за 22 мая.,2023-5-22,https://www.rosbalt.ru/world/2023/05/22/1989045.html,В мире,rosbalt,2023-05-23 23:53:41.458805
ТАСС: Предполагаемый участник атаки на Белгородскую область объявлен в розыск,"Националист Алексей Левкин, зашедший в понедельник в составе украинской диверсионной группы на территорию Грайворонского округа Белгородской области, объявлен...",2023-5-22,https://www.rosbalt.ru/russia/2023/05/22/1989040.html,В России,rosbalt,2023-05-23 23:53:41.458806
Американские власти предупредили Грузию о возможных санкциях из-за возобновления авиасообщения с РФ,Администрация США предупредила правительство и частный сектор Грузии о возможности применения против них односторонних американских санкций после возобновления...,2023-5-22,https://www.rosbalt.ru/world/2023/05/22/1989039.html,В мире,rosbalt,2023-05-23 23:53:41.458807
Боррель заявил о негативном влиянии на вступление Сербии в ЕС ее связей с Россией,Сербия должна присоединиться к санкциям в отношении России и прекратить поддерживать тесные отношения с Москвой. Это может ускорить процесс вступления...,2023-5-22,https://www.rosbalt.ru/world/2023/05/22/1989037.html,В мире,rosbalt,2023-05-23 23:53:41.458808
"Учителя истории Григорий Конников и Эльмира Мамлеева поспорят, какая школа полезнее ребенку — частная или государственная","В петербургском арт-пространстве mArs (Марсово поле, 3) в пятницу, 26&nbsp;мая, в 19:00 состоится очередное заседание Дискуссионного клуба Даниила Коцюбинского...",2023-5-22,https://www.rosbalt.ru/piter/2023/05/22/1989035.html,Петербург,rosbalt,2023-05-23 23:53:41.458809
Актер сериала «Рим» Рэй Стивенсон умер во время съемок в Италии,"Британский актер Рэй Стивенсон скончался на съемках на итальянском острове Искья. Об этом сообщила газета la Repubblica.  Издание уточняет, что 58-летний...",2023-5-22,https://www.rosbalt.ru/world/2023/05/22/1989036.html,В мире,rosbalt,2023-05-23 23:53:41.458811
В Петербурге посоветовали отказаться от традиции запуска воздушных шаров,"Воздушные шары, которые часто запускают при проведении праздничных мероприятий в летний период, вредят окружающей среде. Об этом заявили в комитете по...",2023-5-22,https://www.rosbalt.ru/piter/2023/05/22/1989034.html,Петербург,rosbalt,2023-05-23 23:53:41.458812
ЦБ РФ ужесточил ограничения на кредитование граждан с высокой долговой нагрузкой,Банк России установит более строгие ограничения на кредитование заемщиков с высокой долговой нагрузкой. Регулятор сокращает макропруденциальные лимиты...,2023-5-22,https://www.rosbalt.ru/russia/2023/05/22/1989033.html,В России,rosbalt,2023-05-23 23:53:41.458813
Четверо рабочих погибли в канализационном коллекторе в Мытищах,"В подмосковных Мытищах расследуется уголовное дело по ч.3 ст.&nbsp;143 УК РФ по факту смерти четверых рабочих.Как отметили в региональном ГСУ СК РФ, в...",2023-5-22,https://www.rosbalt.ru/moscow/2023/05/22/1989032.html,Москва,rosbalt,2023-05-23 23:53:41.458814
Гладков: В результате атаки диверсантов восемь человек получили ранения,Сейчас власти Белгородской области помогают жителям Грайворонского городского округа покинуть территорию.,2023-5-22,https://www.rosbalt.ru/russia/2023/05/22/1989029.html,В России,rosbalt,2023-05-23 23:53:41.458815
"Набравший 5% голосов на выборах президента Турции рассказал, кого из кандидатов поддержит во втором туре","Кандидат в президенты Турции от националистического альянса АТА Синан Оган заявил, что во втором туре выборов главы государства поддержит действующего...",2023-5-22,https://www.rosbalt.ru/world/2023/05/22/1989028.html,В мире,rosbalt,2023-05-23 23:53:41.458816
В Москве арестовали подозреваемого в госизмене,Гражданин России Взводнов М.Н. арестован до 20&nbsp;июля по подозрению в госизмене. Об этом сообщает РБК со ссылкой на пресс-службу Лефортовского суда.Соответствующее...,2023-5-22,https://www.rosbalt.ru/moscow/2023/05/22/1989027.html,Москва,rosbalt,2023-05-23 23:53:41.458817
Власти Белгородской области объявили режим контртеррористической операции,В регионе вводятся специальные меры и временные ограничения.,2023-5-22,https://www.rosbalt.ru/russia/2023/05/22/1989026.html,В России,rosbalt,2023-05-23 23:53:41.458818
"Суд в Волгограде арестовал местного жителя, сжегшего Коран","Центральный суд Волгограда арестовал до 20 июля местного жителя, подозреваемого в оскорблении чувств верующих после сожжения Корана у мечети. Об этом сообщили...",2023-5-22,https://www.rosbalt.ru/russia/2023/05/22/1989025.html,В России,rosbalt,2023-05-23 23:53:41.458820
Эксперт увидел демографические риски при введении в России шестидневной рабочей недели,"Сообщается, что такая мера ляжет бременем на работодателей и может даже вызвать рост числа разводов.",2023-5-22,https://www.rosbalt.ru/russia/2023/05/22/1989024.html,В России,rosbalt,2023-05-23 23:53:41.458821
Три человека пострадали в Грайвороне Белгородской области,В Грайвороне Белгородской области пострадали три человека: двое мужчин и одна женщина. Как рассказал в своем Telegram-канале губернатор региона Вячеслав...,2023-5-22,https://www.rosbalt.ru/russia/2023/05/22/1989022.html,В России,rosbalt,2023-05-23 23:53:41.458822
